94116,"$5,200 ",/ 3br - 
94555,"$2,574 ",/ 2br - 
94544,"$1,650 ",/ 524ft
94531,"$2,250 ",/ 4br - 2258ft
94952,"$2,048 ", 
95476,"$1,300 ", 
94609,"$2,550 ",/ 2br - 900ft
94903,"$2,625 ",/ 2br - 954ft
95134,"$2,755 ",/ 1br - 973ft
95134,"$2,755 ",/ 1br - 973ft
95409,"$2,500 ",/ 3br - 1400ft
95403,"$1,725 ",/ 2br - 1068ft
95403,"$1,725 ",/ 2br - 1068ft
94608,"$3,017 ",/ 2br - 1033ft
95129,"$4,800 ",/ 5br - 2680ft
95134,"$2,181 ",/ 1br - 565ft
94565,"$1,206 ",/ 2br - 871ft
94535,"$1,433 ",/ 1br - 790ft
94102,"$4,361 ",/ 1br - 704ft
95128,"$2,681 ",/ 1br - 860ft
94705,"$4,000 ",/ 3br - 1290ft
94541,"$1,945 ",/ 1br - 668ft
95134,"$3,118 ",/ 2br - 1100ft
95134,"$2,500 ",/ 1br - 695ft
94024,"$8,000 ",/ 4br - 
94014,"$3,482 ",/ 2br - 1052ft
94066,"$2,473 ",/ 1br - 
94901,"$2,020 ",/ 1br - 475ft
94513,"$1,595 ",/ 2br - 845ft
94086,"$2,760 ",/ 569ft
94596,"$1,795 ",/ 1br - 554ft
95134,"$2,310 ",/ 600ft
95134,"$2,310 ",/ 600ft
95148,"$2,998 ",/ 3br - 1232ft
94402,"$4,200 ",/ 3br - 1375ft
94402,"$4,200 ",/ 3br - 1375ft
94080,"$2,569 ",/ 1br - 730ft
95134,"$3,650 ",/ 2br - 1191ft
95014,"$3,197 ",/ 2br - 971ft
94158,"$8,000 ",/ 3br - 1970ft
94103,"$3,520 ",/ 1br - 
94403,"$4,164 ",/ 2br - 4164ft
94403,"$4,164 ",/ 2br - 4164ft
94403,"$4,164 ",/ 2br - 4164ft
94403,"$4,164 ",/ 2br - 4164ft
95134,"$2,536 ",/ 1br - 739ft
95134,"$2,514 ",/ 1br - 778ft
94550,"$1,850 ",/ 2br - 975ft
94123,"$3,400 ",/ 1br - 
94553,"$1,549 ",/ 400ft
94109,"$2,675 ",/ 2br - 
94704,"$3,295 ",/ 2br - 
94598,"$3,030 ",/ 2br - 1045ft
94596,"$3,600 ",/ 2br - 1022ft
94533,"$1,599 ",/ 2br - 1063ft
94110,"$3,400 ",/ 1br - 
94110,"$3,400 ",/ 1br - 
94110,"$3,400 ",/ 1br - 
94110,"$3,400 ",/ 1br - 
94110,"$3,400 ",/ 1br - 
94707,"$1,750 ",/ 400ft
95453,"$1,400 ",/ 3br - 1542ft
94925,"$2,258 ",/ 1br - 
94112,"$1,900 ",/ 2br - 
94526,"$2,081 ",/ 2br - 800ft
94526,"$2,081 ",/ 2br - 800ft
94025,"$4,353 ",/ 2br - 980ft
95128,"$1,550 ",/ 413ft
95035,"$2,982 ",/ 2br - 1128ft
94533,"$1,100 ",/ 1br - 670ft
94513,"$1,475 ",/ 1br - 740ft
94560,"$2,868 ",/ 2br - 958ft
94945,"$1,975 ",/ 2br - 1100ft
94568,"$3,002 ",/ 2br - 1056ft
95134,"$3,128 ",/ 2br - 1044ft
95131,"$3,250 ",/ 3br - 1589ft
95128,"$1,795 ",/ 1br - 675ft
95123,"$3,250 ",/ 4br - 1850ft
94080,"$3,529 ",/ 2br - 1103ft
94080,"$3,529 ",/ 2br - 1103ft
94080,"$3,529 ",/ 2br - 1103ft
94080,"$3,529 ",/ 2br - 1103ft
94080,"$2,650 ",/ 400ft
95051,"$2,195 ",/ 1br - 720ft
95051,"$2,195 ",/ 1br - 720ft
94901,"$1,700 ",/ 1br - 600ft
94404,"$3,628 ",/ 2br - 
94582,"$2,002 ",/ 1br - 775ft
95014,"$2,742 ",/ 2br - 825ft
94401,"$3,107 ",/ 2br - 875ft
94602,"$3,800 ",/ 4br - 1875ft
94602,"$3,800 ",/ 4br - 1875ft
94520,"$2,812 ",/ 1br - 1114ft
94536,"$2,698 ",/ 2br - 910ft
94590,"$1,595 ",/ 3br - 1087ft
94590,"$1,595 ",/ 3br - 1087ft
94582,"$2,062 ",/ 1br - 775ft
94582,"$2,062 ",/ 1br - 775ft
94114,"$3,200 ",/ 1br - 
94044,"$2,569 ",/ 1br - 624ft
94541,"$1,500 ",/ 2br - 
94087,"$2,995 ",/ 2br - 
94087,"$2,995 ",/ 2br - 
94105,"$2,872 ",/ 450ft
94401,"$2,759 ",/ 1br - 712ft
95118,"$1,800 ",/ 2br - 
95118,"$1,800 ",/ 2br - 
94597,"$2,500 ",/ 2br - 1200ft
95054,"$3,521 ",/ 2br - 1145ft
94553,"$2,750 ",/ 3br - 1528ft
94553,"$2,750 ",/ 3br - 1528ft
95070,"$4,495 ",/ 4br - 1833ft
94089,"$3,050 ",/ 3br - 1108ft
94121,"$2,800 ",/ 1br - 750ft
94121,"$2,800 ",/ 1br - 750ft
94105,"$3,760 ",/ 1br - 
94518,"$2,450 ",/ 3br - 1386ft
94704,"$2,400 ",/ 2br - 
95014,"$4,500 ",/ 4br - 1700ft
95014,"$2,220 ",/ 1br - 712ft
95014,"$2,220 ",/ 1br - 712ft
95014,"$2,220 ",/ 1br - 712ft
95112,"$2,195 ",/ 2br - 925ft
95112,"$2,195 ",/ 2br - 925ft
95112,"$2,195 ",/ 2br - 925ft
94103,"$5,375 ",/ 2br - 878ft
94133,"$4,995 ",/ 2br - 
94105,"$3,548 ",/ 1br - 814ft
94114,"$3,000 ",/ 1br - 
94103,"$4,195 ",/ 1br - 
94102,"$4,295 ",/ 1br - 
94043,"$2,650 ",/ 1br - 610ft
94158,"$3,575 ",/ 1br - 661ft
94582,"$2,462 ",/ 1br - 702ft
95051,"$2,500 ",/ 2br - 
94582,"$1,871 ",/ 436ft
94080,"$3,936 ",/ 2br - 1266ft
95014,"$2,883 ",/ 2br - 839ft
95014,"$2,883 ",/ 2br - 839ft
94582,"$2,885 ",/ 2br - 1004ft
94928,"$1,685 ",/ 1br - 790ft
94928,"$1,685 ",/ 1br - 790ft
94608,"$3,195 ",/ 2br - 1088ft
94608,"$3,195 ",/ 2br - 1088ft
94965,"$2,368 ",/ 1br - 597ft
95054,"$2,534 ",/ 1br - 735ft
94541,"$2,329 ",/ 1br - 769ft
95128,"$6,424 ",/ 2br - 2007ft
95051,"$2,452 ",/ 825ft
94582,"$2,472 ",/ 2br - 900ft
94582,"$2,472 ",/ 2br - 900ft
94541,"$2,476 ",/ 2br - 1029ft
94553,"$1,919 ",/ 2br - 803ft
94523,"$2,093 ",/ 817ft
95035,$800 ,/ 1br - 
94533,"$1,149 ",/ 550ft
95008,"$1,725 ",/ 1br - 708ft
95136,"$4,995 ",/ 2br - 1400ft
94123,"$6,500 ",/ 2br - 1575ft
94587,"$2,196 ", 
95136,"$4,995 ",/ 2br - 1400ft
94065,"$2,899 ",/ 2br - 775ft
94533,"$1,599 ",/ 2br - 1063ft
94533,"$1,599 ",/ 2br - 1063ft
94010,"$3,500 ",/ 2br - 
94121,"$4,800 ",/ 4br - 
95401,"$1,400 ",/ 2br - 720ft
94566,"$5,950 ",/ 4br - 4396ft
94086,"$3,125 ",/ 2br - 1368ft
94505,"$1,750 ",/ 2br - 1200ft
94306,"$3,500 ",/ 2br - 727ft
94928,"$2,110 ",/ 2br - 1136ft
94582,"$2,265 ",/ 769ft
94555,"$2,111 ",/ 1br - 620ft
94112,"$4,600 ",/ 4br - 
94112,"$4,600 ",/ 4br - 
94538,"$2,389 ",/ 2br - 
94404,"$2,863 ",/ 1br - 743ft
94596,"$2,395 ",/ 2br - 808ft
94596,"$2,395 ",/ 2br - 808ft
94608,"$6,589 ",/ 2br - 
94560,"$2,626 ",/ 2br - 875ft
94505,"$1,750 ",/ 2br - 1200ft
94065,"$3,125 ",/ 2br - 916ft
95070,"$6,400 ",/ 4br - 2800ft
94523,"$2,212 ",/ 2br - 880ft
94565,$800 ,/ 450ft
95054,"$2,878 ",/ 1br - 853ft
94571,"$1,495 ",/ 2br - 1184ft
94086,"$3,422 ",/ 2br - 1027ft
94086,"$3,422 ",/ 2br - 1027ft
94903,"$2,625 ",/ 2br - 954ft
95054,"$2,878 ",/ 1br - 853ft
94928,"$1,970 ",/ 2br - 932ft
95134,"$2,993 ",/ 2br - 1103ft
94587,"$2,233 ",/ 1br - 603ft
94121,"$1,900 ", 
95404,"$5,000 ",/ 3br - 
95404,"$5,000 ",/ 3br - 
94087,"$2,995 ",/ 2br - 
94087,"$2,995 ",/ 2br - 
94063,"$2,205 ",/ 1br - 680ft
95123,"$3,000 ",/ 2br - 1211ft
94555,"$2,370 ",/ 2br - 800ft
94306,"$2,100 ", 
94306,"$2,100 ", 
95124,"$4,600 ",/ 4br - 2000ft
94087,"$3,090 ",/ 1br - 736ft
95054,"$2,958 ",/ 1br - 880ft
94121,"$5,940 ",/ 4br - 1660ft
94952,"$3,283 ",/ 3br - 1708ft
94515,"$4,500 ",/ 3br - 
95128,"$4,306 ",/ 1br - 958ft
94551,"$1,690 ",/ 2br - 
94551,"$1,690 ",/ 2br - 
94608,"$2,160 ",/ 575ft
94608,"$2,160 ",/ 575ft
95070,"$1,895 ",/ 1br - 400ft
95032,"$4,629 ",/ 2br - 1123ft
94063,"$3,200 ",/ 1br - 716ft
94531,"$1,530 ",/ 1br - 
95401,"$1,900 ",/ 3br - 1300ft
94014,"$2,195 ",/ 2br - 920ft
95134,"$3,118 ",/ 2br - 1100ft
95134,"$3,118 ",/ 2br - 1100ft
95112,"$1,500 ",/ 1br - 
95112,"$1,500 ",/ 1br - 
95134,"$3,121 ",/ 2br - 1100ft
95403,"$1,829 ",/ 2br - 921ft
94965,"$3,172 ",/ 2br - 888ft
94965,"$3,172 ",/ 2br - 888ft
94965,"$3,172 ",/ 2br - 888ft
94509,"$1,755 ",/ 2br - 998ft
95134,"$2,536 ",/ 1br - 739ft
95134,"$2,536 ",/ 1br - 739ft
95134,"$2,536 ",/ 1br - 739ft
91702,"$1,100 ", 
95134,"$2,521 ",/ 1br - 778ft
95037,"$2,063 ",/ 1br - 701ft
94538,"$1,883 ",/ 1br - 620ft
95134,"$2,514 ",/ 1br - 778ft
94534,"$1,493 ",/ 1br - 
94132,"$3,850 ",/ 2br - 1100ft
94928,"$2,235 ",/ 2br - 1240ft
95051,"$2,995 ",/ 2br - 900ft
94533,"$1,723 ",/ 2br - 948ft
95051,"$2,695 ",/ 2br - 830ft
94608,"$2,211 ",/ 530ft
94121,"$3,770 ",/ 3br - 
94121,"$3,770 ",/ 3br - 
94582,"$2,895 ",/ 2br - 1115ft
94087,"$3,595 ",/ 2br - 1100ft
95003,"$1,295 ",/ 1br - 330ft
94710,"$2,900 ",/ 2br - 610ft
94533,"$1,390 ",/ 1br - 740ft
94710,"$3,400 ",/ 2br - 950ft
94710,"$6,000 ",/ 5br - 2138ft
95134,"$3,540 ",/ 2br - 1092ft
94558,"$3,500 ",/ 3br - 2400ft
95051,"$1,150 ",/ 1br - 1400ft
95051,"$1,150 ",/ 1br - 1400ft
95134,"$33,128 ",/ 2br - 1044ft
95134,"$33,128 ",/ 2br - 1044ft
95134,"$3,395 ",/ 2br - 1082ft
95006,"$1,500 ",/ 1br - 651ft
94585,"$1,375 ",/ 2br - 842ft
94610,"$1,150 ",/ 500ft
94110,"$5,500 ",/ 3br - 1500ft
94027,"$1,995 ",/ 1br - 
95134,"$3,490 ",/ 2br - 1103ft
95051,"$2,845 ",/ 2br - 1060ft
94518,"$2,050 ",/ 2br - 985ft
94536,"$2,225 ",/ 1br - 710ft
94536,"$2,225 ",/ 1br - 710ft
95117,"$1,837 ",/ 386ft
94115,"$8,950 ",/ 2br - 
94116,"$8,500 ",/ 5br - 
94123,"$17,500 ",/ 4br - 4000ft
94404,"$2,626 ",/ 1br - 820ft
94115,"$4,700 ",/ 2br - 
94404,"$2,555 ",/ 1br - 650ft
94404,"$2,555 ",/ 1br - 650ft
94109,"$5,100 ",/ 2br - 
94523,"$2,445 ",/ 2br - 1019ft
94523,"$2,445 ",/ 2br - 1019ft
95125,"$3,900 ",/ 3br - 1500ft
94043,"$3,500 ",/ 2br - 1050ft
94104,"$2,045 ", 
94102,"$2,445 ",/ 1br - 
94043,"$3,000 ",/ 1br - 980ft
94025,"$1,200 ",/ 3br - 1350ft
94070,"$1,050 ",/ 1br - 1000ft
94102,"$1,995 ", 
95136,"$3,100 ",/ 3br - 1700ft
94062,"$11,750 ",/ 4br - 3380ft
94110,"$4,000 ",/ 1br - 700ft
94110,"$4,000 ",/ 1br - 700ft
94043,"$4,800 ",/ 3br - 1350ft
94087,"$4,199 ",/ 4br - 1534ft
94087,"$4,199 ",/ 4br - 1534ft
94583,"$4,500 ",/ 5br - 3100ft
94121,"$3,400 ",/ 2br - 
94301,"$8,900 ",/ 3br - 1968ft
94301,"$8,900 ",/ 3br - 1968ft
94105,"$17,000 ",/ 8br - 3000ft
94403,"$2,650 ",/ 1br - 710ft
94515,"$3,600 ",/ 2br - 1250ft
94133,"$4,700 ",/ 2br - 
94133,"$4,700 ",/ 2br - 
94104,"$2,275 ", 
94104,"$2,275 ", 
95127,"$2,500 ",/ 3br - 1150ft
94607,"$1,950 ",/ 2br - 1132ft
94121,"$2,800 ",/ 1br - 
95032,"$4,500 ",/ 3br - 1604ft
94550,"$2,400 ",/ 3br - 1100ft
95054,"$4,295 ",/ 3br - 1700ft
94303,"$1,575 ", 
94903,"$4,300 ",/ 3br - 2000ft
95035,"$4,200 ",/ 4br - 2000ft
94062,"$2,700 ",/ 1br - 800ft
94611,"$1,895 ", 
94611,"$1,895 ", 
94611,"$1,895 ", 
95391,"$2,500 ",/ 5br - 2448ft
95391,"$2,500 ",/ 5br - 2448ft
94010,"$1,950 ",/ 650ft
94109,"$2,495 ",/ 1br - 450ft
94109,"$3,000 ",/ 1br - 708ft
95134,"$3,240 ",/ 2br - 1064ft
94041,"$1,995 ", 
94122,"$3,800 ",/ 3br - 
94577,$500 ,/ 1br - 
94803,"$2,100 ",/ 3br - 858ft
94536,"$3,600 ", 
95117,"$2,624 ",/ 2br - 809ft
94301,"$2,995 ",/ 1br - 
94109,"$2,250 ",/ 500ft
95035,"$2,783 ",/ 2br - 1013ft
94066,"$3,302 ",/ 1br - 850ft
94551,"$1,997 ",/ 2br - 750ft
94030,"$2,575 ",/ 1br - 735ft
94115,"$1,895 ", 
95035,"$2,668 ",/ 2br - 940ft
94040,"$4,650 ",/ 2br - 1126ft
94040,"$4,650 ",/ 2br - 1126ft
94561,"$1,200 ",/ 2br - 700ft
94109,"$2,250 ",/ 1br - 500ft
